128^8^32^2013-09-30 15:38:43^2013-09-30 15:38:43
129^8^33^2013-09-30 15:38:43^2013-09-30 15:38:43
130^8^34^2013-09-30 15:38:43^2013-09-30 15:38:43
131^8^35^2013-09-30 15:38:43^2013-09-30 15:38:43
132^8^36^2013-09-30 15:38:44^2013-09-30 15:38:44
133^9^19^2013-09-30 15:38:45^2013-09-30 15:38:45
134^9^52^2013-09-30 15:38:45^2013-09-30 15:38:45
135^9^25^2013-09-30 15:38:45^2013-09-30 15:38:45
136^9^26^2013-09-30 15:38:45^2013-09-30 15:38:45
137^9^48^2013-09-30 15:38:45^2013-09-30 15:38:45
138^9^53^2013-09-30 15:38:45^2013-09-30 15:38:45
139^9^3^2013-09-30 15:38:45^2013-09-30 15:38:45
140^9^54^2013-09-30 15:38:45^2013-09-30 15:38:45
141^9^55^2013-09-30 15:38:45^2013-09-30 15:38:45
142^9^35^2013-09-30 15:38:46^2013-09-30 15:38:46
143^9^56^2013-09-30 15:38:46^2013-09-30 15:38:46
144^9^57^2013-09-30 15:38:46^2013-09-30 15:38:46
145^9^58^2013-09-30 15:38:46^2013-09-30 15:38:46
146^9^59^2013-09-30 15:38:46^2013-09-30 15:38:46
147^9^33^2013-09-30 15:38:46^2013-09-30 15:38:46
148^9^60^2013-09-30 15:38:47^2013-09-30 15:38:47
149^9^61^2013-09-30 15:38:47^2013-09-30 15:38:47
150^9^62^2013-09-30 15:38:47^2013-09-30 15:38:47
151^10^19^2013-09-30 15:38:48^2013-09-30 15:38:48
152^10^52^2013-09-30 15:38:48^2013-09-30 15:38:48
153^10^26^2013-09-30 15:38:48^2013-09-30 15:38:48
154^10^63^2013-09-30 15:38:48^2013-09-30 15:38:48
155^10^64^2013-09-30 15:38:48^2013-09-30 15:38:48
156^10^65^2013-09-30 15:38:49^2013-09-30 15:38:49
157^10^7^2013-09-30 15:38:49^2013-09-30 15:38:49
158^10^66^2013-09-30 15:38:49^2013-09-30 15:38:49
159^10^3^2013-09-30 15:38:49^2013-09-30 15:38:49
160^10^54^2013-09-30 15:38:49^2013-09-30 15:38:49
161^10^55^2013-09-30 15:38:49^2013-09-30 15:38:49
162^10^35^2013-09-30 15:38:49^2013-09-30 15:38:49
163^10^67^2013-09-30 15:38:49^2013-09-30 15:38:49
164^10^68^2013-09-30 15:38:49^2013-09-30 15:38:49
165^10^69^2013-09-30 15:38:50^2013-09-30 15:38:50
166^10^56^2013-09-30 15:38:50^2013-09-30 15:38:50
167^10^57^2013-09-30 15:38:50^2013-09-30 15:38:50
168^10^58^2013-09-30 15:38:50^2013-09-30 15:38:50
169^10^59^2013-09-30 15:38:50^2013-09-30 15:38:50
170^10^33^2013-09-30 15:38:50^2013-09-30 15:38:50
171^10^60^2013-09-30 15:38:50^2013-09-30 15:38:50
172^10^70^2013-09-30 15:38:50^2013-09-30 15:38:50
173^10^71^2013-09-30 15:38:50^2013-09-30 15:38:50
174^10^72^2013-09-30 15:38:50^2013-09-30 15:38:50
175^11^19^2013-09-30 15:38:51^2013-09-30 15:38:51
176^11^52^2013-09-30 15:38:51^2013-09-30 15:38:51
177^11^25^2013-09-30 15:38:51^2013-09-30 15:38:51
178^11^26^2013-09-30 15:38:51^2013-09-30 15:38:51
179^11^73^2013-09-30 15:38:52^2013-09-30 15:38:52
180^11^7^2013-09-30 15:38:52^2013-09-30 15:38:52
181^11^3^2013-09-30 15:38:52^2013-09-30 15:38:52
182^11^54^2013-09-30 15:38:52^2013-09-30 15:38:52
183^11^55^2013-09-30 15:38:52^2013-09-30 15:38:52
184^11^35^2013-09-30 15:38:52^2013-09-30 15:38:52
185^11^67^2013-09-30 15:38:52^2013-09-30 15:38:52
186^11^68^2013-09-30 15:38:52^2013-09-30 15:38:52
187^11^69^2013-09-30 15:38:53^2013-09-30 15:38:53
188^11^56^2013-09-30 15:38:53^2013-09-30 15:38:53
189^11^57^2013-09-30 15:38:53^2013-09-30 15:38:53
190^11^58^2013-09-30 15:38:53^2013-09-30 15:38:53
191^11^59^2013-09-30 15:38:53^2013-09-30 15:38:53
192^11^33^2013-09-30 15:38:53^2013-09-30 15:38:53
193^11^60^2013-09-30 15:38:53^2013-09-30 15:38:53
194^11^74^2013-09-30 15:38:53^2013-09-30 15:38:53
195^11^75^2013-09-30 15:38:54^2013-09-30 15:38:54
196^11^72^2013-09-30 15:38:54^2013-09-30 15:38:54
197^12^52^2013-09-30 15:38:54^2013-09-30 15:38:54
198^12^25^2013-09-30 15:38:55^2013-09-30 15:38:55
199^12^26^2013-09-30 15:38:56^2013-09-30 15:38:56
200^12^76^2013-09-30 15:38:56^2013-09-30 15:38:56
201^12^77^2013-09-30 15:38:57^2013-09-30 15:38:57
202^12^78^2013-09-30 15:38:57^2013-09-30 15:38:57
203^12^53^2013-09-30 15:38:57^2013-09-30 15:38:57
204^12^19^2013-09-30 15:38:57^2013-09-30 15:38:57
205^12^3^2013-09-30 15:38:57^2013-09-30 15:38:57
206^12^54^2013-09-30 15:38:58^2013-09-30 15:38:58
207^12^55^2013-09-30 15:38:58^2013-09-30 15:38:58
208^12^35^2013-09-30 15:38:58^2013-09-30 15:38:58
209^12^56^2013-09-30 15:38:58^2013-09-30 15:38:58
210^12^57^2013-09-30 15:38:58^2013-09-30 15:38:58
211^12^58^2013-09-30 15:38:59^2013-09-30 15:38:59
212^12^59^2013-09-30 15:38:59^2013-09-30 15:38:59
213^12^33^2013-09-30 15:38:59^2013-09-30 15:38:59
214^12^60^2013-09-30 15:39:00^2013-09-30 15:39:00
215^12^79^2013-09-30 15:39:00^2013-09-30 15:39:00
216^12^80^2013-09-30 15:39:00^2013-09-30 15:39:00
217^13^52^2013-09-30 15:39:01^2013-09-30 15:39:01
218^13^25^2013-09-30 15:39:01^2013-09-30 15:39:01
219^13^26^2013-09-30 15:39:01^2013-09-30 15:39:01
220^13^81^2013-09-30 15:39:01^2013-09-30 15:39:01
221^13^82^2013-09-30 15:39:01^2013-09-30 15:39:01
222^13^83^2013-09-30 15:39:02^2013-09-30 15:39:02
223^13^76^2013-09-30 15:39:02^2013-09-30 15:39:02
224^13^77^2013-09-30 15:39:02^2013-09-30 15:39:02
225^13^78^2013-09-30 15:39:02^2013-09-30 15:39:02
226^13^19^2013-09-30 15:39:02^2013-09-30 15:39:02
227^13^3^2013-09-30 15:39:02^2013-09-30 15:39:02
228^13^54^2013-09-30 15:39:02^2013-09-30 15:39:02
229^13^55^2013-09-30 15:39:02^2013-09-30 15:39:02
230^13^35^2013-09-30 15:39:02^2013-09-30 15:39:02
231^13^56^2013-09-30 15:39:02^2013-09-30 15:39:02
232^13^57^2013-09-30 15:39:02^2013-09-30 15:39:02
233^13^58^2013-09-30 15:39:02^2013-09-30 15:39:02
234^13^59^2013-09-30 15:39:03^2013-09-30 15:39:03
235^13^33^2013-09-30 15:39:03^2013-09-30 15:39:03
236^13^60^2013-09-30 15:39:03^2013-09-30 15:39:03
237^13^84^2013-09-30 15:39:03^2013-09-30 15:39:03
238^13^85^2013-09-30 15:39:03^2013-09-30 15:39:03
239^14^52^2013-09-30 15:39:04^2013-09-30 15:39:04
240^14^25^2013-09-30 15:39:04^2013-09-30 15:39:04
241^14^26^2013-09-30 15:39:04^2013-09-30 15:39:04
242^14^86^2013-09-30 15:39:04^2013-09-30 15:39:04
243^14^78^2013-09-30 15:39:04^2013-09-30 15:39:04
244^14^19^2013-09-30 15:39:04^2013-09-30 15:39:04
245^14^3^2013-09-30 15:39:04^2013-09-30 15:39:04
246^14^54^2013-09-30 15:39:04^2013-09-30 15:39:04
247^14^55^2013-09-30 15:39:04^2013-09-30 15:39:04
248^14^35^2013-09-30 15:39:04^2013-09-30 15:39:04
249^14^56^2013-09-30 15:39:05^2013-09-30 15:39:05
250^14^57^2013-09-30 15:39:05^2013-09-30 15:39:05
251^14^58^2013-09-30 15:39:05^2013-09-30 15:39:05
252^14^59^2013-09-30 15:39:05^2013-09-30 15:39:05
253^14^33^2013-09-30 15:39:05^2013-09-30 15:39:05
254^14^60^2013-09-30 15:39:05^2013-09-30 15:39:05
255^14^84^2013-09-30 15:39:05^2013-09-30 15:39:05
256^14^85^2013-09-30 15:39:05^2013-09-30 15:39:05
257^15^52^2013-09-30 15:39:06^2013-09-30 15:39:06
258^15^25^2013-09-30 15:39:06^2013-09-30 15:39:06
259^15^26^2013-09-30 15:39:06^2013-09-30 15:39:06
260^15^87^2013-09-30 15:39:06^2013-09-30 15:39:06
261^15^88^2013-09-30 15:39:07^2013-09-30 15:39:07
262^15^78^2013-09-30 15:39:07^2013-09-30 15:39:07
263^15^19^2013-09-30 15:39:07^2013-09-30 15:39:07
264^15^3^2013-09-30 15:39:07^2013-09-30 15:39:07
265^15^54^2013-09-30 15:39:07^2013-09-30 15:39:07
266^15^55^2013-09-30 15:39:07^2013-09-30 15:39:07
267^15^35^2013-09-30 15:39:07^2013-09-30 15:39:07
268^15^56^2013-09-30 15:39:07^2013-09-30 15:39:07
269^15^57^2013-09-30 15:39:08^2013-09-30 15:39:08
270^15^58^2013-09-30 15:39:08^2013-09-30 15:39:08
271^15^59^2013-09-30 15:39:08^2013-09-30 15:39:08
272^15^33^2013-09-30 15:39:08^2013-09-30 15:39:08
273^15^60^2013-09-30 15:39:08^2013-09-30 15:39:08
274^15^84^2013-09-30 15:39:08^2013-09-30 15:39:08
275^15^85^2013-09-30 15:39:08^2013-09-30 15:39:08
276^16^56^2013-09-30 15:39:09^2013-09-30 15:39:09
277^16^57^2013-09-30 15:39:09^2013-09-30 15:39:09
278^16^52^2013-09-30 15:39:09^2013-09-30 15:39:09
279^16^81^2013-09-30 15:39:09^2013-09-30 15:39:09
280^16^86^2013-09-30 15:39:09^2013-09-30 15:39:09
281^16^19^2013-09-30 15:39:09^2013-09-30 15:39:09
282^16^3^2013-09-30 15:39:09^2013-09-30 15:39:09
283^16^54^2013-09-30 15:39:09^2013-09-30 15:39:09
284^16^55^2013-09-30 15:39:09^2013-09-30 15:39:09
285^16^35^2013-09-30 15:39:09^2013-09-30 15:39:09
286^16^58^2013-09-30 15:39:09^2013-09-30 15:39:09
287^16^59^2013-09-30 15:39:10^2013-09-30 15:39:10
288^16^33^2013-09-30 15:39:10^2013-09-30 15:39:10
289^16^60^2013-09-30 15:39:10^2013-09-30 15:39:10
290^16^89^2013-09-30 15:39:10^2013-09-30 15:39:10
291^16^90^2013-09-30 15:39:10^2013-09-30 15:39:10
292^16^85^2013-09-30 15:39:10^2013-09-30 15:39:10
293^17^25^2013-09-30 15:39:11^2013-09-30 15:39:11
294^17^26^2013-09-30 15:39:11^2013-09-30 15:39:11
295^17^52^2013-09-30 15:39:11^2013-09-30 15:39:11
296^17^91^2013-09-30 15:39:11^2013-09-30 15:39:11
297^17^92^2013-09-30 15:39:12^2013-09-30 15:39:12
298^17^19^2013-09-30 15:39:12^2013-09-30 15:39:12
299^17^3^2013-09-30 15:39:12^2013-09-30 15:39:12
300^17^54^2013-09-30 15:39:12^2013-09-30 15:39:12
301^17^55^2013-09-30 15:39:12^2013-09-30 15:39:12
302^17^35^2013-09-30 15:39:12^2013-09-30 15:39:12
303^17^56^2013-09-30 15:39:12^2013-09-30 15:39:12
304^17^57^2013-09-30 15:39:12^2013-09-30 15:39:12
305^17^58^2013-09-30 15:39:12^2013-09-30 15:39:12
306^17^59^2013-09-30 15:39:13^2013-09-30 15:39:13
307^17^33^2013-09-30 15:39:13^2013-09-30 15:39:13
308^17^60^2013-09-30 15:39:13^2013-09-30 15:39:13
309^17^84^2013-09-30 15:39:13^2013-09-30 15:39:13
310^17^85^2013-09-30 15:39:13^2013-09-30 15:39:13
311^18^52^2013-09-30 15:39:13^2013-09-30 15:39:13
312^18^25^2013-09-30 15:39:14^2013-09-30 15:39:14
313^18^26^2013-09-30 15:39:14^2013-09-30 15:39:14
314^18^93^2013-09-30 15:39:14^2013-09-30 15:39:14
315^18^48^2013-09-30 15:39:14^2013-09-30 15:39:14
316^18^94^2013-09-30 15:39:14^2013-09-30 15:39:14
317^18^19^2013-09-30 15:39:14^2013-09-30 15:39:14
318^18^3^2013-09-30 15:39:14^2013-09-30 15:39:14
319^18^54^2013-09-30 15:39:15^2013-09-30 15:39:15
320^18^55^2013-09-30 15:39:15^2013-09-30 15:39:15
321^18^35^2013-09-30 15:39:15^2013-09-30 15:39:15
322^18^56^2013-09-30 15:39:15^2013-09-30 15:39:15
323^18^57^2013-09-30 15:39:16^2013-09-30 15:39:16
324^18^58^2013-09-30 15:39:16^2013-09-30 15:39:16
325^18^59^2013-09-30 15:39:16^2013-09-30 15:39:16
326^18^33^2013-09-30 15:39:16^2013-09-30 15:39:16
327^18^60^2013-09-30 15:39:17^2013-09-30 15:39:17
328^18^85^2013-09-30 15:39:17^2013-09-30 15:39:17
329^19^52^2013-09-30 15:39:18^2013-09-30 15:39:18
330^19^25^2013-09-30 15:39:18^2013-09-30 15:39:18
331^19^26^2013-09-30 15:39:18^2013-09-30 15:39:18
332^19^95^2013-09-30 15:39:19^2013-09-30 15:39:19
333^19^96^2013-09-30 15:39:19^2013-09-30 15:39:19
334^19^93^2013-09-30 15:39:19^2013-09-30 15:39:19
335^19^48^2013-09-30 15:39:19^2013-09-30 15:39:19
336^19^19^2013-09-30 15:39:20^2013-09-30 15:39:20
337^19^3^2013-09-30 15:39:20^2013-09-30 15:39:20
338^19^54^2013-09-30 15:39:20^2013-09-30 15:39:20
339^19^55^2013-09-30 15:39:20^2013-09-30 15:39:20
340^19^35^2013-09-30 15:39:20^2013-09-30 15:39:20
341^19^56^2013-09-30 15:39:20^2013-09-30 15:39:20
342^19^57^2013-09-30 15:39:20^2013-09-30 15:39:20
343^19^58^2013-09-30 15:39:20^2013-09-30 15:39:20
344^19^59^2013-09-30 15:39:20^2013-09-30 15:39:20
345^19^33^2013-09-30 15:39:20^2013-09-30 15:39:20
346^19^60^2013-09-30 15:39:21^2013-09-30 15:39:21
347^19^97^2013-09-30 15:39:21^2013-09-30 15:39:21
348^19^85^2013-09-30 15:39:21^2013-09-30 15:39:21
349^20^52^2013-09-30 15:39:22^2013-09-30 15:39:22
350^20^25^2013-09-30 15:39:22^2013-09-30 15:39:22
351^20^26^2013-09-30 15:39:22^2013-09-30 15:39:22
352^20^95^2013-09-30 15:39:22^2013-09-30 15:39:22
353^20^96^2013-09-30 15:39:23^2013-09-30 15:39:23
354^20^93^2013-09-30 15:39:23^2013-09-30 15:39:23
355^20^48^2013-09-30 15:39:23^2013-09-30 15:39:23
356^20^19^2013-09-30 15:39:23^2013-09-30 15:39:23
357^20^3^2013-09-30 15:39:23^2013-09-30 15:39:23
358^20^54^2013-09-30 15:39:23^2013-09-30 15:39:23
359^20^55^2013-09-30 15:39:23^2013-09-30 15:39:23
360^20^35^2013-09-30 15:39:23^2013-09-30 15:39:23
361^20^56^2013-09-30 15:39:23^2013-09-30 15:39:23
362^20^57^2013-09-30 15:39:23^2013-09-30 15:39:23
363^20^58^2013-09-30 15:39:24^2013-09-30 15:39:24
364^20^59^2013-09-30 15:39:24^2013-09-30 15:39:24
365^20^33^2013-09-30 15:39:24^2013-09-30 15:39:24
366^20^60^2013-09-30 15:39:24^2013-09-30 15:39:24
367^20^84^2013-09-30 15:39:24^2013-09-30 15:39:24
368^20^98^2013-09-30 15:39:24^2013-09-30 15:39:24
369^21^52^2013-09-30 15:39:25^2013-09-30 15:39:25
370^21^25^2013-09-30 15:39:25^2013-09-30 15:39:25
371^21^26^2013-09-30 15:39:25^2013-09-30 15:39:25
372^21^95^2013-09-30 15:39:25^2013-09-30 15:39:25
373^21^96^2013-09-30 15:39:25^2013-09-30 15:39:25
374^21^48^2013-09-30 15:39:25^2013-09-30 15:39:25
375^21^19^2013-09-30 15:39:25^2013-09-30 15:39:25
376^21^3^2013-09-30 15:39:25^2013-09-30 15:39:25
377^21^54^2013-09-30 15:39:26^2013-09-30 15:39:26
378^21^55^2013-09-30 15:39:26^2013-09-30 15:39:26
379^21^35^2013-09-30 15:39:26^2013-09-30 15:39:26
380^21^56^2013-09-30 15:39:26^2013-09-30 15:39:26
381^21^57^2013-09-30 15:39:26^2013-09-30 15:39:26
382^21^58^2013-09-30 15:39:26^2013-09-30 15:39:26
383^21^59^2013-09-30 15:39:26^2013-09-30 15:39:26
384^21^33^2013-09-30 15:39:26^2013-09-30 15:39:26
385^21^60^2013-09-30 15:39:26^2013-09-30 15:39:26
386^21^97^2013-09-30 15:39:26^2013-09-30 15:39:26
387^21^85^2013-09-30 15:39:27^2013-09-30 15:39:27
388^22^52^2013-09-30 15:39:27^2013-09-30 15:39:27
389^22^25^2013-09-30 15:39:27^2013-09-30 15:39:27
390^22^26^2013-09-30 15:39:27^2013-09-30 15:39:27
391^22^95^2013-09-30 15:39:27^2013-09-30 15:39:27
392^22^96^2013-09-30 15:39:27^2013-09-30 15:39:27
393^22^48^2013-09-30 15:39:28^2013-09-30 15:39:28
394^22^19^2013-09-30 15:39:28^2013-09-30 15:39:28
395^22^3^2013-09-30 15:39:28^2013-09-30 15:39:28
396^22^54^2013-09-30 15:39:28^2013-09-30 15:39:28
397^22^55^2013-09-30 15:39:28^2013-09-30 15:39:28
398^22^35^2013-09-30 15:39:28^2013-09-30 15:39:28
399^22^56^2013-09-30 15:39:28^2013-09-30 15:39:28
400^22^57^2013-09-30 15:39:28^2013-09-30 15:39:28
401^22^58^2013-09-30 15:39:28^2013-09-30 15:39:28
402^22^59^2013-09-30 15:39:28^2013-09-30 15:39:28
403^22^33^2013-09-30 15:39:28^2013-09-30 15:39:28
404^22^60^2013-09-30 15:39:28^2013-09-30 15:39:28
405^22^84^2013-09-30 15:39:29^2013-09-30 15:39:29
406^22^98^2013-09-30 15:39:29^2013-09-30 15:39:29
407^23^52^2013-09-30 15:39:29^2013-09-30 15:39:29
408^23^25^2013-09-30 15:39:30^2013-09-30 15:39:30
409^23^26^2013-09-30 15:39:30^2013-09-30 15:39:30
410^23^99^2013-09-30 15:39:30^2013-09-30 15:39:30
411^23^19^2013-09-30 15:39:30^2013-09-30 15:39:30
412^23^3^2013-09-30 15:39:30^2013-09-30 15:39:30
413^23^54^2013-09-30 15:39:30^2013-09-30 15:39:30
414^23^55^2013-09-30 15:39:31^2013-09-30 15:39:31
415^23^35^2013-09-30 15:39:31^2013-09-30 15:39:31
416^23^56^2013-09-30 15:39:31^2013-09-30 15:39:31
417^23^57^2013-09-30 15:39:31^2013-09-30 15:39:31
418^23^58^2013-09-30 15:39:31^2013-09-30 15:39:31
419^23^59^2013-09-30 15:39:32^2013-09-30 15:39:32
420^23^33^2013-09-30 15:39:32^2013-09-30 15:39:32
421^23^60^2013-09-30 15:39:32^2013-09-30 15:39:32
422^23^97^2013-09-30 15:39:32^2013-09-30 15:39:32
423^23^85^2013-09-30 15:39:32^2013-09-30 15:39:32
424^24^52^2013-09-30 15:39:33^2013-09-30 15:39:33
425^24^25^2013-09-30 15:39:33^2013-09-30 15:39:33
426^24^26^2013-09-30 15:39:33^2013-09-30 15:39:33
427^24^99^2013-09-30 15:39:34^2013-09-30 15:39:34
428^24^19^2013-09-30 15:39:34^2013-09-30 15:39:34
429^24^3^2013-09-30 15:39:34^2013-09-30 15:39:34
430^24^54^2013-09-30 15:39:34^2013-09-30 15:39:34
431^24^55^2013-09-30 15:39:34^2013-09-30 15:39:34
432^24^35^2013-09-30 15:39:34^2013-09-30 15:39:34
433^24^56^2013-09-30 15:39:34^2013-09-30 15:39:34
434^24^57^2013-09-30 15:39:34^2013-09-30 15:39:34
435^24^58^2013-09-30 15:39:34^2013-09-30 15:39:34
436^24^59^2013-09-30 15:39:34^2013-09-30 15:39:34
437^24^33^2013-09-30 15:39:34^2013-09-30 15:39:34
